mRNA,length,name
Zm00039ab305480_T001,4681,Oh43
Zm00039ab305490_T001,2762,Oh43
Zm00039ab305500_T001,3885,Oh43
Zm00039ab305510_T001,2021,Oh43
Zm00039ab305520_T001,669,Oh43
Zm00039ab305530_T001,4810,Oh43
Zm00039ab305540_T001,2572,Oh43
Zm00039ab305550_T001,1968,Oh43
Zm00039ab305560_T001,1106,Oh43
Zm00039ab305580_T001,1773,Oh43
Zm00039ab305590_T001,4087,Oh43
Zm00039ab305600_T001,659,Oh43
Zm00039ab305610_T003,7631,Oh43
Zm00039ab305620_T001,1442,Oh43
Zm00039ab305630_T001,1421,Oh43
Zm00039ab305640_T001,434,Oh43
Zm00039ab305650_T001,1171,Oh43
Zm00039ab305660_T004,939,Oh43
Zm00039ab305670_T001,18777,Oh43
Zm00039ab305680_T001,408,Oh43
Zm00039ab305690_T001,1406,Oh43
Zm00039ab305700_T001,2898,Oh43
Zm00039ab305720_T001,622,Oh43
Zm00039ab305730_T001,459,Oh43
Zm00039ab305740_T001,438,Oh43
Zm00039ab305750_T001,6176,Oh43
Zm00039ab305760_T004,2057,Oh43
Zm00039ab305780_T001,884,Oh43
Zm00039ab305790_T002,12797,Oh43
Zm00039ab305810_T005,3963,Oh43
Zm00039ab305820_T001,2163,Oh43
Zm00039ab305830_T001,2731,Oh43
Zm00039ab305850_T001,1323,Oh43
Zm00039ab305860_T001,1139,Oh43
Zm00039ab305870_T001,462,Oh43
Zm00039ab305880_T001,2128,Oh43
Zm00039ab305890_T001,806,Oh43
Zm00039ab305900_T001,1236,Oh43
Zm00039ab305910_T001,12499,Oh43
Zm00039ab305920_T001,2765,Oh43
Zm00039ab305930_T002,15681,Oh43
Zm00039ab305940_T002,5371,Oh43
Zm00039ab305950_T001,20592,Oh43
Zm00039ab305960_T003,917,Oh43
Zm00039ab305970_T001,870,Oh43
Zm00039ab305980_T001,6839,Oh43
Zm00039ab305990_T002,4478,Oh43
Zm00039ab306000_T001,461,Oh43
Zm00039ab306020_T001,1013,Oh43
Zm00039ab306030_T002,2730,Oh43
Zm00039ab306040_T003,2179,Oh43
Zm00039ab306050_T001,5307,Oh43
Zm00039ab306060_T001,6995,Oh43
Zm00039ab306070_T001,4653,Oh43
Zm00039ab306080_T001,4790,Oh43
Zm00039ab306090_T002,3281,Oh43
Zm00039ab306100_T001,2980,Oh43
Zm00039ab306110_T001,4842,Oh43
Zm00039ab306120_T001,2300,Oh43
Zm00039ab306130_T001,1052,Oh43
Zm00039ab306140_T001,2258,Oh43
Zm00039ab306150_T002,3567,Oh43
Zm00039ab306160_T002,3132,Oh43
Zm00039ab306170_T001,764,Oh43
Zm00039ab306180_T001,2355,Oh43
Zm00039ab306190_T001,1004,Oh43
Zm00039ab306200_T004,1803,Oh43
Zm00039ab306210_T001,2547,Oh43
Zm00039ab306230_T001,1161,Oh43
Zm00039ab306240_T002,6490,Oh43
Zm00039ab306250_T003,16248,Oh43
Zm00039ab306260_T001,4019,Oh43
Zm00039ab306280_T001,4487,Oh43
Zm00039ab306290_T001,1127,Oh43
Zm00039ab306300_T001,1860,Oh43
Zm00039ab306310_T001,744,Oh43
Zm00039ab306320_T001,489,Oh43
Zm00039ab306330_T001,1064,Oh43
Zm00039ab306340_T002,4081,Oh43
Zm00039ab306350_T001,1638,Oh43
Zm00039ab306360_T001,1982,Oh43
Zm00039ab306370_T001,4842,Oh43
Zm00039ab306380_T001,3568,Oh43
Zm00039ab306390_T001,567,Oh43
Zm00039ab306400_T001,642,Oh43
Zm00039ab306410_T001,2216,Oh43
Zm00039ab306420_T001,840,Oh43
Zm00039ab306430_T001,13360,Oh43
Zm00039ab306440_T001,1436,Oh43
Zm00039ab306450_T001,1358,Oh43
Zm00039ab306460_T001,1424,Oh43
Zm00039ab306470_T001,871,Oh43
Zm00039ab306480_T001,1306,Oh43
Zm00039ab306490_T004,23786,Oh43
Zm00039ab306500_T001,303,Oh43
Zm00039ab306510_T001,7427,Oh43
Zm00039ab306520_T002,3429,Oh43
Zm00039ab306530_T001,5760,Oh43
Zm00039ab306540_T001,12274,Oh43
Zm00039ab306550_T001,3400,Oh43
Zm00039ab306560_T001,4719,Oh43
Zm00039ab306570_T001,2170,Oh43
Zm00039ab306580_T001,10079,Oh43
Zm00039ab306590_T001,5435,Oh43
Zm00039ab306600_T001,3744,Oh43
Zm00039ab306610_T003,7272,Oh43
Zm00039ab306630_T001,3927,Oh43
Zm00039ab306640_T001,657,Oh43
Zm00039ab306650_T001,264,Oh43
Zm00039ab306660_T001,879,Oh43
Zm00039ab306670_T001,721,Oh43
Zm00039ab306680_T001,1377,Oh43
Zm00039ab306690_T001,1443,Oh43
Zm00039ab306700_T001,4257,Oh43
Zm00039ab306710_T001,573,Oh43
Zm00039ab306720_T001,1656,Oh43
Zm00039ab306730_T001,4464,Oh43
Zm00039ab306740_T003,6105,Oh43
Zm00039ab306750_T007,3787,Oh43
Zm00039ab306760_T001,8814,Oh43
Zm00039ab306770_T001,5598,Oh43
Zm00039ab306780_T003,6026,Oh43
Zm00039ab306790_T003,16067,Oh43
Zm00039ab306800_T001,2006,Oh43
Zm00039ab306810_T002,7818,Oh43
Zm00039ab306820_T001,1823,Oh43
Zm00039ab306830_T002,2850,Oh43
Zm00039ab306840_T003,4398,Oh43
Zm00039ab306850_T001,2172,Oh43
Zm00039ab306860_T001,4332,Oh43
Zm00039ab306870_T001,378,Oh43
Zm00039ab306880_T001,2125,Oh43
Zm00039ab306890_T001,849,Oh43
Zm00039ab306900_T002,5904,Oh43
Zm00039ab306910_T001,393,Oh43
Zm00039ab306930_T001,2145,Oh43
Zm00039ab306940_T001,6101,Oh43
Zm00039ab306950_T001,1046,Oh43
Zm00039ab306960_T001,4146,Oh43
Zm00039ab306970_T002,19263,Oh43
Zm00039ab306980_T001,246,Oh43
Zm00039ab306990_T001,548,Oh43
Zm00039ab307000_T002,1524,Oh43
Zm00039ab307010_T001,3001,Oh43
Zm00039ab307020_T001,45146,Oh43
Zm00039ab307030_T003,3677,Oh43
Zm00039ab307050_T001,1534,Oh43
Zm00039ab307060_T001,1276,Oh43
Zm00039ab307070_T003,3706,Oh43
Zm00039ab307080_T002,5549,Oh43
Zm00039ab307090_T001,1639,Oh43
Zm00039ab307100_T001,452,Oh43
Zm00039ab307110_T001,5375,Oh43
Zm00039ab307120_T001,1626,Oh43
Zm00039ab307130_T003,5901,Oh43
Zm00039ab307140_T001,1746,Oh43
Zm00039ab307150_T001,5858,Oh43
Zm00039ab307160_T001,17347,Oh43
Zm00039ab307170_T005,15448,Oh43
Zm00039ab307180_T001,4219,Oh43
Zm00039ab307190_T002,5625,Oh43
Zm00039ab307200_T001,955,Oh43
Zm00039ab307210_T001,987,Oh43
Zm00039ab307230_T001,4014,Oh43
Zm00039ab307240_T005,5201,Oh43
Zm00039ab307250_T001,952,Oh43
Zm00039ab307260_T003,6579,Oh43
Zm00039ab307270_T001,2136,Oh43
Zm00039ab307280_T002,3162,Oh43
Zm00039ab307300_T001,454,Oh43
Zm00039ab307310_T001,1187,Oh43
Zm00039ab307320_T001,4092,Oh43
Zm00039ab307330_T001,2985,Oh43
Zm00039ab307340_T001,333,Oh43
Zm00039ab307350_T001,13204,Oh43
Zm00039ab307360_T001,4233,Oh43
Zm00039ab307370_T001,2032,Oh43
Zm00039ab307380_T001,7407,Oh43
Zm00039ab307390_T001,6899,Oh43
Zm00039ab307400_T001,1223,Oh43
Zm00039ab307410_T001,1325,Oh43
Zm00039ab307420_T004,3647,Oh43
Zm00039ab307430_T001,4033,Oh43
Zm00039ab307440_T001,424,Oh43
Zm00039ab307450_T001,2833,Oh43
Zm00039ab307460_T004,3405,Oh43
Zm00039ab307470_T002,1359,Oh43
Zm00039ab307480_T001,3315,Oh43
Zm00039ab307490_T001,6060,Oh43
Zm00039ab307500_T002,9463,Oh43
Zm00039ab307510_T003,14229,Oh43
Zm00039ab307520_T001,2166,Oh43
Zm00039ab307530_T001,4390,Oh43
Zm00039ab307540_T004,1455,Oh43
Zm00039ab307550_T001,720,Oh43
Zm00039ab307560_T001,300,Oh43
Zm00039ab307570_T002,2324,Oh43
Zm00039ab307580_T001,2985,Oh43
Zm00039ab307590_T002,8076,Oh43
Zm00039ab307600_T001,832,Oh43
Zm00039ab307610_T001,2461,Oh43
Zm00039ab307620_T001,6049,Oh43
Zm00039ab307630_T001,1129,Oh43
Zm00039ab307640_T001,15236,Oh43
Zm00039ab307650_T002,10948,Oh43
Zm00039ab307660_T002,7381,Oh43
Zm00039ab307680_T001,1857,Oh43
Zm00039ab307690_T001,1729,Oh43
Zm00039ab307700_T001,1746,Oh43
Zm00039ab307710_T001,1731,Oh43
Zm00039ab307720_T001,1507,Oh43
Zm00039ab307730_T001,1372,Oh43
Zm00039ab307740_T001,276,Oh43
Zm00039ab307770_T001,228,Oh43
Zm00039ab307780_T001,475,Oh43
Zm00039ab307790_T001,2044,Oh43
Zm00039ab307800_T001,7730,Oh43
Zm00039ab307810_T001,8358,Oh43
Zm00039ab307820_T001,1807,Oh43
Zm00039ab307830_T001,474,Oh43
Zm00039ab307850_T001,396,Oh43
Zm00039ab307860_T002,717,Oh43
Zm00039ab307870_T001,595,Oh43
Zm00039ab307880_T001,606,Oh43
Zm00039ab307890_T001,378,Oh43
Zm00039ab307900_T001,4320,Oh43
Zm00039ab307910_T001,664,Oh43
Zm00039ab307920_T001,2797,Oh43
Zm00039ab307930_T001,2570,Oh43
Zm00039ab307940_T001,789,Oh43
Zm00039ab307950_T001,1029,Oh43
Zm00039ab307960_T001,1180,Oh43
Zm00039ab307970_T001,1393,Oh43
Zm00039ab307980_T001,7731,Oh43
Zm00039ab307990_T003,16069,Oh43
Zm00039ab308000_T002,3972,Oh43
Zm00039ab308010_T001,1815,Oh43
Zm00039ab308030_T001,820,Oh43
Zm00039ab308040_T001,2950,Oh43
Zm00039ab308050_T001,6338,Oh43
Zm00039ab308060_T001,2290,Oh43
Zm00039ab308070_T004,3575,Oh43
Zm00039ab308080_T001,3227,Oh43
Zm00039ab308090_T001,8881,Oh43
Zm00039ab308100_T001,3063,Oh43
Zm00039ab308110_T002,1195,Oh43
Zm00039ab308120_T001,1655,Oh43
Zm00039ab308130_T001,3241,Oh43
Zm00039ab308140_T002,5821,Oh43
Zm00039ab308150_T001,2785,Oh43
Zm00039ab308160_T001,1309,Oh43
Zm00039ab308170_T001,309,Oh43
Zm00039ab308180_T001,1393,Oh43
Zm00039ab308190_T001,5074,Oh43
Zm00039ab308200_T002,1024,Oh43
Zm00039ab308210_T001,1308,Oh43
Zm00039ab308220_T001,15834,Oh43
Zm00039ab308230_T001,556,Oh43
Zm00039ab308240_T001,9109,Oh43
Zm00039ab308250_T001,31231,Oh43
Zm00039ab308260_T001,573,Oh43
Zm00039ab308270_T001,5633,Oh43
Zm00039ab308280_T001,2126,Oh43
Zm00039ab308290_T001,19114,Oh43
Zm00039ab308310_T001,910,Oh43
Zm00039ab308320_T001,2058,Oh43
Zm00039ab308330_T001,3019,Oh43
Zm00039ab308340_T001,12010,Oh43
Zm00039ab308350_T002,6235,Oh43
Zm00039ab308360_T001,1398,Oh43
Zm00039ab308370_T001,1192,Oh43
Zm00039ab308380_T001,1809,Oh43
Zm00039ab308390_T001,3157,Oh43
Zm00039ab308400_T001,8087,Oh43
Zm00039ab308410_T001,3750,Oh43
Zm00039ab308420_T001,1516,Oh43
Zm00039ab308430_T001,4672,Oh43
Zm00039ab308440_T001,3522,Oh43
Zm00039ab308450_T001,2506,Oh43
Zm00039ab308470_T001,990,Oh43
Zm00039ab308480_T001,4470,Oh43
Zm00039ab308500_T001,1412,Oh43
Zm00039ab308510_T001,1092,Oh43
Zm00039ab308520_T001,7149,Oh43
Zm00039ab308530_T008,4010,Oh43
Zm00039ab308540_T001,3095,Oh43
Zm00039ab308550_T001,1181,Oh43
Zm00039ab308560_T001,10480,Oh43
Zm00039ab308570_T002,7752,Oh43
Zm00039ab308580_T001,378,Oh43
Zm00039ab308590_T002,19182,Oh43
Zm00039ab308600_T003,2713,Oh43
Zm00039ab308620_T001,6218,Oh43
Zm00039ab308630_T001,2459,Oh43
Zm00039ab308640_T001,351,Oh43
Zm00039ab308650_T002,14810,Oh43
Zm00039ab308660_T001,1361,Oh43
Zm00039ab308670_T001,2128,Oh43
Zm00039ab308680_T001,502,Oh43
Zm00039ab308690_T001,663,Oh43
Zm00039ab308700_T002,8815,Oh43
Zm00039ab308710_T001,10922,Oh43
Zm00039ab308720_T001,3732,Oh43
Zm00039ab308730_T001,452,Oh43
Zm00039ab308740_T001,1953,Oh43
Zm00039ab308750_T001,545,Oh43
Zm00039ab308770_T002,11117,Oh43
Zm00039ab308780_T001,1715,Oh43
Zm00039ab308810_T001,1059,Oh43
Zm00039ab308820_T001,2066,Oh43
Zm00039ab308830_T001,8180,Oh43
Zm00039ab308840_T001,573,Oh43
Zm00039ab308850_T001,2130,Oh43
Zm00039ab308860_T001,4022,Oh43
Zm00039ab308870_T002,3574,Oh43
Zm00039ab308880_T001,2666,Oh43
Zm00039ab308890_T002,4340,Oh43
Zm00039ab308920_T001,5968,Oh43
Zm00039ab308930_T001,694,Oh43
Zm00039ab308940_T001,1307,Oh43
Zm00039ab308950_T001,1265,Oh43
Zm00039ab308960_T001,952,Oh43
Zm00039ab308970_T001,507,Oh43
Zm00039ab308980_T001,4483,Oh43
Zm00039ab308990_T002,1753,Oh43
Zm00039ab309000_T001,624,Oh43
Zm00039ab309010_T001,1149,Oh43
Zm00039ab309020_T001,890,Oh43
Zm00039ab309030_T002,3519,Oh43
Zm00039ab309040_T001,5979,Oh43
Zm00039ab309050_T001,14966,Oh43
Zm00039ab309070_T001,4987,Oh43
Zm00039ab309090_T001,14380,Oh43
Zm00039ab309100_T001,2998,Oh43
Zm00039ab309110_T001,1595,Oh43
Zm00039ab309120_T001,7382,Oh43
Zm00039ab309130_T001,4875,Oh43
Zm00039ab309140_T001,744,Oh43
Zm00039ab309150_T002,2137,Oh43
Zm00039ab309160_T001,5888,Oh43
Zm00039ab309180_T001,981,Oh43
Zm00039ab309190_T001,3901,Oh43
Zm00039ab309200_T003,6307,Oh43
Zm00039ab309210_T001,14187,Oh43
Zm00039ab309220_T002,12070,Oh43
Zm00039ab309230_T001,759,Oh43
Zm00039ab309240_T002,2996,Oh43
Zm00039ab309250_T001,675,Oh43
Zm00039ab309270_T001,1638,Oh43
Zm00039ab309280_T001,7315,Oh43
Zm00039ab309290_T001,1338,Oh43
Zm00039ab309300_T001,7865,Oh43
Zm00039ab309310_T001,452,Oh43
Zm00039ab309320_T001,974,Oh43
Zm00039ab309330_T001,547,Oh43
Zm00039ab309340_T001,447,Oh43
Zm00039ab309350_T001,567,Oh43
Zm00039ab309360_T001,772,Oh43
Zm00039ab309370_T001,2396,Oh43
Zm00039ab309380_T002,3000,Oh43
Zm00039ab309390_T001,469,Oh43
Zm00039ab309400_T001,1988,Oh43
Zm00039ab309410_T001,1089,Oh43
Zm00039ab309420_T001,577,Oh43
Zm00039ab309430_T001,1530,Oh43
Zm00039ab309440_T001,804,Oh43
Zm00039ab309450_T001,1043,Oh43
Zm00039ab309460_T002,5663,Oh43
Zm00039ab309480_T001,1433,Oh43
Zm00039ab309490_T001,931,Oh43
Zm00039ab309500_T001,508,Oh43
Zm00039ab309510_T003,6853,Oh43
Zm00039ab309520_T005,4649,Oh43
Zm00039ab309540_T001,1797,Oh43
Zm00039ab309550_T001,2060,Oh43
Zm00039ab309560_T001,1041,Oh43
Zm00039ab309570_T002,1221,Oh43
Zm00039ab309580_T003,3577,Oh43
Zm00039ab309590_T001,2922,Oh43
Zm00039ab309600_T002,2019,Oh43
Zm00039ab309610_T001,1471,Oh43
Zm00039ab309620_T002,3539,Oh43
Zm00039ab309630_T001,998,Oh43
Zm00039ab309640_T001,2000,Oh43
Zm00039ab309660_T001,4278,Oh43
Zm00039ab309670_T001,435,Oh43
Zm00039ab309680_T001,1130,Oh43
Zm00039ab309690_T001,1194,Oh43
Zm00039ab309700_T001,459,Oh43
Zm00039ab309710_T001,4283,Oh43
Zm00039ab309730_T001,4844,Oh43
Zm00039ab309750_T001,273,Oh43
Zm00039ab309760_T003,4984,Oh43
Zm00039ab309770_T001,1813,Oh43
Zm00039ab309780_T001,454,Oh43
Zm00039ab309790_T001,225,Oh43
Zm00039ab309800_T001,6856,Oh43
Zm00039ab309810_T001,2893,Oh43
Zm00039ab309820_T001,8308,Oh43
Zm00039ab309830_T001,2749,Oh43
Zm00039ab309840_T002,2271,Oh43
Zm00039ab309850_T001,4295,Oh43
Zm00039ab309870_T001,2348,Oh43
Zm00039ab309880_T001,2341,Oh43
Zm00039ab309890_T001,607,Oh43
Zm00039ab309900_T001,4498,Oh43
Zm00039ab309910_T003,5522,Oh43
Zm00039ab309930_T001,1549,Oh43
Zm00039ab309940_T001,1699,Oh43
Zm00039ab309950_T002,8224,Oh43
Zm00039ab309960_T001,2034,Oh43
Zm00039ab309970_T001,1765,Oh43
Zm00039ab309980_T001,1782,Oh43
Zm00039ab309990_T001,1826,Oh43
Zm00039ab310000_T001,8087,Oh43
Zm00039ab310010_T002,3428,Oh43
Zm00039ab310020_T001,772,Oh43
Zm00039ab310030_T001,607,Oh43
Zm00039ab310040_T001,623,Oh43
Zm00039ab310050_T004,3459,Oh43
Zm00039ab310060_T001,5172,Oh43
Zm00039ab310070_T001,2072,Oh43
Zm00039ab310080_T001,10329,Oh43
Zm00039ab310090_T001,10174,Oh43
Zm00039ab310100_T002,1511,Oh43
Zm00039ab310110_T001,726,Oh43
Zm00039ab310120_T001,694,Oh43
Zm00039ab310130_T001,2938,Oh43
Zm00039ab310160_T001,1620,Oh43
Zm00039ab310170_T001,3494,Oh43
Zm00039ab310180_T002,3912,Oh43
Zm00039ab310190_T001,4579,Oh43
Zm00039ab310200_T004,5048,Oh43
Zm00039ab310210_T001,629,Oh43
Zm00039ab310220_T001,1268,Oh43
Zm00039ab310230_T001,1428,Oh43
Zm00039ab310250_T001,2715,Oh43
Zm00039ab310270_T005,5021,Oh43
Zm00039ab310280_T005,3425,Oh43
Zm00039ab310290_T003,10735,Oh43
Zm00039ab310300_T001,790,Oh43
Zm00039ab310310_T001,771,Oh43
Zm00039ab310320_T001,620,Oh43
Zm00039ab310330_T001,1042,Oh43
Zm00039ab310340_T001,1163,Oh43
Zm00039ab310350_T001,4750,Oh43
Zm00039ab310360_T001,5340,Oh43
Zm00039ab310370_T001,15719,Oh43
Zm00039ab310380_T002,8960,Oh43
Zm00039ab310390_T001,3733,Oh43
Zm00039ab310410_T002,1511,Oh43
Zm00039ab310420_T001,907,Oh43
Zm00039ab310430_T001,1910,Oh43
Zm00039ab310440_T003,6979,Oh43
Zm00039ab310450_T002,5731,Oh43
Zm00039ab310460_T001,572,Oh43
Zm00039ab310470_T001,1841,Oh43
Zm00039ab310480_T001,279,Oh43
Zm00039ab310490_T003,3070,Oh43
Zm00039ab310500_T003,2467,Oh43
Zm00039ab310510_T002,4535,Oh43
Zm00039ab310520_T001,2430,Oh43
Zm00039ab310530_T001,6008,Oh43
Zm00039ab310540_T001,2356,Oh43
Zm00039ab310550_T001,2632,Oh43
Zm00039ab310590_T001,926,Oh43
Zm00039ab310600_T001,9796,Oh43
Zm00039ab310610_T001,498,Oh43
Zm00039ab310620_T001,14735,Oh43
Zm00039ab310630_T002,2113,Oh43
Zm00039ab310640_T001,2342,Oh43
Zm00039ab310650_T001,2830,Oh43
Zm00039ab310660_T001,7540,Oh43
Zm00039ab310670_T001,1662,Oh43
Zm00039ab310680_T001,499,Oh43
Zm00039ab310690_T001,4876,Oh43
Zm00039ab310700_T002,9418,Oh43
Zm00039ab310710_T001,1314,Oh43
Zm00039ab310720_T001,651,Oh43
Zm00039ab310730_T001,4077,Oh43
Zm00039ab310740_T001,1280,Oh43
Zm00039ab310750_T001,669,Oh43
Zm00039ab310760_T001,43621,Oh43
Zm00039ab310770_T001,3834,Oh43
Zm00039ab310780_T001,4427,Oh43
Zm00039ab310790_T002,802,Oh43
Zm00039ab310800_T001,3260,Oh43
Zm00039ab310810_T001,350,Oh43
Zm00039ab310820_T001,4727,Oh43
Zm00039ab310830_T001,5797,Oh43
Zm00039ab310840_T001,766,Oh43
Zm00039ab310850_T001,1621,Oh43
Zm00039ab310870_T001,2540,Oh43
Zm00039ab310880_T001,356,Oh43
Zm00039ab310890_T002,5357,Oh43
Zm00039ab310900_T001,1483,Oh43
Zm00039ab310910_T002,2008,Oh43
Zm00039ab310920_T001,1928,Oh43
Zm00039ab310930_T001,3380,Oh43
Zm00039ab310940_T002,7696,Oh43
Zm00039ab310950_T001,1920,Oh43
Zm00039ab310960_T001,4304,Oh43
Zm00039ab310970_T001,4526,Oh43
Zm00039ab310980_T004,5111,Oh43
Zm00039ab310990_T001,1363,Oh43
Zm00039ab311000_T001,881,Oh43
Zm00039ab311020_T001,1636,Oh43
Zm00039ab311030_T001,595,Oh43
Zm00039ab311040_T001,1812,Oh43
Zm00039ab311050_T005,22189,Oh43
Zm00039ab311070_T001,11135,Oh43
Zm00039ab311080_T001,531,Oh43
Zm00039ab311090_T002,7321,Oh43
Zm00039ab311100_T001,459,Oh43
Zm00039ab311110_T001,757,Oh43
Zm00039ab311120_T001,676,Oh43
Zm00039ab311130_T001,738,Oh43
Zm00039ab311140_T001,5026,Oh43
Zm00039ab311150_T001,894,Oh43
Zm00039ab311160_T001,468,Oh43
Zm00039ab311170_T001,894,Oh43
Zm00039ab311180_T001,2215,Oh43
Zm00039ab311190_T001,2190,Oh43
Zm00039ab311200_T001,2478,Oh43
Zm00039ab311220_T001,9123,Oh43
Zm00039ab311230_T001,2749,Oh43
Zm00039ab311240_T001,4033,Oh43
Zm00039ab311250_T002,2402,Oh43
Zm00039ab311260_T002,5473,Oh43
Zm00039ab311270_T001,3741,Oh43
Zm00039ab311280_T001,1701,Oh43
Zm00039ab311290_T001,10687,Oh43
Zm00039ab311300_T004,39037,Oh43
Zm00039ab311310_T003,2747,Oh43
Zm00039ab311320_T001,9126,Oh43
Zm00039ab311330_T001,1285,Oh43
Zm00039ab311340_T001,460,Oh43
Zm00039ab311350_T003,1804,Oh43
Zm00039ab311360_T001,1497,Oh43
Zm00039ab311370_T001,9187,Oh43
Zm00039ab311380_T001,3406,Oh43
Zm00039ab311390_T001,2852,Oh43
Zm00039ab311400_T001,709,Oh43
Zm00039ab311410_T001,9834,Oh43
Zm00039ab311420_T001,1358,Oh43
Zm00039ab311430_T001,1537,Oh43
Zm00039ab311440_T002,2696,Oh43
Zm00039ab311450_T004,7978,Oh43
Zm00039ab311460_T001,3249,Oh43
Zm00039ab311470_T001,2132,Oh43
Zm00039ab311480_T002,3731,Oh43
Zm00039ab311490_T001,1152,Oh43
Zm00039ab311510_T002,14833,Oh43
Zm00039ab311520_T001,1907,Oh43
Zm00039ab311530_T001,841,Oh43
Zm00039ab311540_T002,933,Oh43
Zm00039ab311550_T001,7172,Oh43
Zm00039ab311560_T002,2853,Oh43
Zm00039ab311570_T004,1657,Oh43
Zm00039ab311590_T002,7213,Oh43
Zm00039ab311600_T001,468,Oh43
Zm00039ab311610_T001,2161,Oh43
Zm00039ab311620_T001,1786,Oh43
Zm00039ab311630_T001,1614,Oh43
Zm00039ab311640_T001,705,Oh43
Zm00039ab311650_T001,3272,Oh43
Zm00039ab311660_T002,3875,Oh43
Zm00039ab311680_T001,1456,Oh43
Zm00039ab311690_T001,1000,Oh43
Zm00039ab311700_T001,562,Oh43
Zm00039ab311710_T002,9866,Oh43
Zm00039ab311720_T001,1789,Oh43
Zm00039ab311730_T001,3422,Oh43
Zm00039ab311740_T001,4181,Oh43
Zm00039ab311750_T001,3557,Oh43
Zm00039ab311760_T001,578,Oh43
Zm00039ab311770_T001,499,Oh43
Zm00039ab311780_T001,2171,Oh43
Zm00039ab311790_T001,863,Oh43
Zm00039ab311800_T001,774,Oh43
Zm00039ab311810_T001,60578,Oh43
Zm00039ab311830_T003,37986,Oh43
Zm00039ab311840_T001,26111,Oh43
Zm00039ab311850_T001,1380,Oh43
Zm00039ab311860_T001,3159,Oh43
Zm00039ab311870_T001,5736,Oh43
Zm00039ab311880_T001,3723,Oh43
Zm00039ab311890_T002,1366,Oh43
Zm00039ab311900_T002,13780,Oh43
Zm00039ab311910_T001,1130,Oh43
Zm00039ab311920_T001,399,Oh43
Zm00039ab311930_T001,1641,Oh43
Zm00039ab311960_T003,4456,Oh43
Zm00039ab311970_T001,1055,Oh43
Zm00039ab311980_T001,401,Oh43
Zm00039ab311990_T001,9082,Oh43
Zm00039ab312000_T002,17181,Oh43
Zm00039ab312010_T001,309,Oh43
Zm00039ab312040_T002,2571,Oh43
Zm00039ab312050_T001,5071,Oh43
Zm00039ab312070_T002,1229,Oh43
Zm00039ab312080_T001,603,Oh43
Zm00039ab312090_T001,366,Oh43
Zm00039ab312110_T001,8059,Oh43
Zm00039ab312120_T001,5966,Oh43
Zm00039ab312130_T003,3072,Oh43
Zm00039ab312150_T004,6216,Oh43
Zm00039ab312160_T001,18050,Oh43
Zm00039ab312170_T001,18250,Oh43
Zm00039ab312190_T003,2057,Oh43
Zm00039ab312200_T001,6728,Oh43
Zm00039ab312210_T001,670,Oh43
Zm00039ab312220_T001,345,Oh43
Zm00039ab312230_T002,2143,Oh43
Zm00039ab312240_T001,5182,Oh43
Zm00039ab312250_T001,2237,Oh43
Zm00039ab312260_T001,1521,Oh43
Zm00039ab312270_T001,486,Oh43
Zm00039ab312280_T003,3469,Oh43
Zm00039ab312290_T001,1360,Oh43
Zm00039ab312300_T003,1461,Oh43
Zm00039ab312310_T001,1879,Oh43
Zm00039ab312320_T001,279,Oh43
Zm00039ab312330_T001,1653,Oh43
Zm00039ab312340_T001,16175,Oh43
Zm00039ab312350_T001,6436,Oh43
Zm00039ab312360_T001,5558,Oh43
Zm00039ab312370_T001,1889,Oh43
Zm00039ab312380_T001,3925,Oh43
Zm00039ab312410_T003,1480,Oh43
Zm00039ab312420_T004,35191,Oh43
Zm00039ab312430_T001,1093,Oh43
Zm00039ab312440_T001,28145,Oh43
Zm00039ab312450_T001,2988,Oh43
Zm00039ab312460_T001,1276,Oh43
Zm00039ab312470_T001,344,Oh43
Zm00039ab312480_T004,4566,Oh43
Zm00039ab312490_T004,11746,Oh43
Zm00039ab312500_T001,4716,Oh43
Zm00039ab312510_T001,8709,Oh43
Zm00039ab312520_T004,6881,Oh43
Zm00039ab312530_T001,7766,Oh43
Zm00039ab312540_T002,1731,Oh43
Zm00039ab312550_T003,12821,Oh43
Zm00039ab312560_T001,1278,Oh43
Zm00039ab312570_T001,755,Oh43
Zm00039ab312580_T001,1229,Oh43
Zm00039ab312590_T001,4864,Oh43
Zm00039ab312600_T001,1722,Oh43
Zm00039ab312610_T001,3464,Oh43
Zm00039ab312620_T001,1065,Oh43
Zm00039ab312630_T001,818,Oh43
Zm00039ab312640_T002,4106,Oh43
Zm00039ab312650_T002,9742,Oh43
Zm00039ab312680_T001,1784,Oh43
Zm00039ab312690_T001,1194,Oh43
Zm00039ab312700_T001,5999,Oh43
Zm00039ab312710_T001,1784,Oh43
Zm00039ab312720_T001,570,Oh43
Zm00039ab312740_T001,2193,Oh43
Zm00039ab312750_T005,39256,Oh43
Zm00039ab312770_T001,508,Oh43
Zm00039ab312780_T001,1552,Oh43
Zm00039ab312790_T002,6559,Oh43
Zm00039ab312810_T001,5050,Oh43
Zm00039ab312820_T001,4682,Oh43
Zm00039ab312830_T001,3705,Oh43
Zm00039ab312840_T001,3841,Oh43
Zm00039ab312850_T002,3724,Oh43
Zm00039ab312860_T001,3693,Oh43
Zm00039ab312870_T001,9509,Oh43
Zm00039ab312880_T003,12657,Oh43
Zm00039ab312890_T001,1851,Oh43
